"democracy_type","model_number","effect_name","control_set","control_variable","estimate","std_error","p_value","nobs","signif_0_05","signif_0_10"
"BMR","M1","DC_Mand_Revise2","","v2xnp_client",1.43804333722106,0.262276223567775,4.12371325699951e-07,205,TRUE,TRUE
"BMR","M1","v2xnp_client","","v2xnp_client",0.221564093807999,0.296034217705606,0.45623631402065,205,FALSE,FALSE
"BMR","M3","DC_Mand_Revise2","","v2xnp_client",1.47740224506422,0.260875898378494,4.89717883129427e-08,216,TRUE,TRUE
"BMR","M3","v2xnp_client","","v2xnp_client",0.195408399112014,0.289024944837061,0.499734145311905,216,FALSE,FALSE
"BMR","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",1.7704582097488,0.718270264287523,0.0203553915051385,76,TRUE,TRUE
"BMR","M2","v2xnp_client","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",-0.168942921180629,0.592451846596271,0.777698443050165,76,FALSE,FALSE
"BMR","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",1.2732157560941,0.311280722478992,6.25385145815457e-05,216,TRUE,TRUE
"BMR","M4","v2xnp_client","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",0.161270676733487,0.301761916675591,0.593647966951026,216,FALSE,FALSE
"BMR","M1","DC_Mand_Revise2","","v2xnp_regcorr",1.37716115401687,0.278362918837211,3.69516365843993e-06,210,TRUE,TRUE
"BMR","M1","v2xnp_regcorr","","v2xnp_regcorr",0.370834348664315,0.263931998711715,0.163612085750249,210,FALSE,FALSE
"BMR","M3","DC_Mand_Revise2","","v2xnp_regcorr",1.40777566673678,0.274389483479506,6.60572374022224e-07,216,TRUE,TRUE
"BMR","M3","v2xnp_regcorr","","v2xnp_regcorr",0.370598422958989,0.259124248912346,0.154161249862372,216,FALSE,FALSE
"BMR","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",1.77827107954211,0.717578109786225,0.0197519929372129,77,TRUE,TRUE
"BMR","M2","v2xnp_regcorr","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",-0.0255391657730644,0.818106658830428,0.975325783656711,77,FALSE,FALSE
"BMR","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",1.26942089699341,0.312233794407644,6.89463422289011e-05,216,TRUE,TRUE
"BMR","M4","v2xnp_regcorr","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",0.0747788137991807,0.30284635948868,0.805225449074906,216,FALSE,FALSE
"BMR","M1","DC_Mand_Revise2","","v2x_corr",1.36622294451204,0.280393812097488,4.97739011441029e-06,209,TRUE,TRUE
"BMR","M1","v2x_corr","","v2x_corr",0.410005347073446,0.2793155450522,0.14578125049369,209,FALSE,FALSE
"BMR","M3","DC_Mand_Revise2","","v2x_corr",1.40119397566069,0.275804821738451,8.36265172891538e-07,216,TRUE,TRUE
"BMR","M3","v2x_corr","","v2x_corr",0.437829441252041,0.27474712528711,0.112551083566454,216,FALSE,FALSE
"BMR","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",1.77742936832749,0.696596455684651,0.0166999626692777,77,TRUE,TRUE
"BMR","M2","v2x_corr","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",0.193690283842237,0.797726021554336,0.809993066975216,77,FALSE,FALSE
"BMR","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",1.26657136125395,0.311288522984021,6.8085802328259e-05,216,TRUE,TRUE
"BMR","M4","v2x_corr","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",0.180153969393761,0.310702297739212,0.562687840089973,216,FALSE,FALSE
"BMR","M1","DC_Mand_Revise2","","v2x_execorr",1.38921662228856,0.275963625413895,2.60960599158873e-06,210,TRUE,TRUE
"BMR","M1","v2x_execorr","","v2x_execorr",0.316100832109137,0.266496825766738,0.238836233660314,210,FALSE,FALSE
"BMR","M3","DC_Mand_Revise2","","v2x_execorr",1.4182326300835,0.272013795017495,4.45115937022025e-07,216,TRUE,TRUE
"BMR","M3","v2x_execorr","","v2x_execorr",0.320081123075845,0.261581834831672,0.222473671053632,216,FALSE,FALSE
"BMR","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",1.77899335473647,0.720383778011253,0.0201435075249504,77,TRUE,TRUE
"BMR","M2","v2x_execorr","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",-0.0480721134604766,0.91244631434216,0.958370871163346,77,FALSE,FALSE
"BMR","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",1.27101886869296,0.313424089626448,7.18203892880202e-05,216,TRUE,TRUE
"BMR","M4","v2x_execorr","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",0.00371485497796342,0.308535212299841,0.990405558485172,216,FALSE,FALSE
"BMR","M1","DC_Mand_Revise2","","v2x_pubcorr",1.38845091597283,0.271717143993727,1.92034746495063e-06,209,TRUE,TRUE
"BMR","M1","v2x_pubcorr","","v2x_pubcorr",0.350952508353939,0.270740080220595,0.198349939400901,209,FALSE,FALSE
"BMR","M3","DC_Mand_Revise2","","v2x_pubcorr",1.41938239995247,0.267577311959785,2.87997653063615e-07,216,TRUE,TRUE
"BMR","M3","v2x_pubcorr","","v2x_pubcorr",0.394717165359532,0.265396745017439,0.138458063606397,216,FALSE,FALSE
"BMR","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",1.82352986386445,0.651726816238521,0.00936954885146954,77,TRUE,TRUE
"BMR","M2","v2x_pubcorr","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",0.352060752359137,0.863534524926917,0.686710628781044,77,FALSE,FALSE
"BMR","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",1.27151142116552,0.310292592840821,6.06869282029061e-05,216,TRUE,TRUE
"BMR","M4","v2x_pubcorr","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",0.1421510766025,0.286794965285368,0.620686449798543,216,FALSE,FALSE
"V-Dem","M1","DC_Mand_Revise2","","v2xnp_client",1.55803125498494,0.274097540401405,1.41018825144527e-07,251,TRUE,TRUE
"V-Dem","M1","v2xnp_client","","v2xnp_client",-0.0251640920911783,0.317591728933367,0.937011358933015,251,FALSE,FALSE
"V-Dem","M3","DC_Mand_Revise2","","v2xnp_client",1.60280366766212,0.270452416042096,9.84419024356762e-09,267,TRUE,TRUE
"V-Dem","M3","v2xnp_client","","v2xnp_client",-0.0279789547165432,0.303816664012446,0.926696678259202,267,FALSE,FALSE
"V-Dem","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",2.62234924306161,0.746869101741786,0.00128110411744559,106,TRUE,TRUE
"V-Dem","M2","v2xnp_client","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",-0.219375335648319,0.489851984567497,0.657109270272361,106,FALSE,FALSE
"V-Dem","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",1.44069176543676,0.290418959481003,1.29918637121677e-06,267,TRUE,TRUE
"V-Dem","M4","v2xnp_client","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",-0.119395379096698,0.279802823179165,0.669958955276838,267,FALSE,FALSE
"V-Dem","M1","DC_Mand_Revise2","","v2xnp_regcorr",1.49128684230575,0.2714762340075,3.23130088773183e-07,256,TRUE,TRUE
"V-Dem","M1","v2xnp_regcorr","","v2xnp_regcorr",0.270079936325328,0.275593300713079,0.329552060547081,256,FALSE,FALSE
"V-Dem","M3","DC_Mand_Revise2","","v2xnp_regcorr",1.53620327266363,0.266362638455025,2.28957316422555e-08,267,TRUE,TRUE
"V-Dem","M3","v2xnp_regcorr","","v2xnp_regcorr",0.260250707125934,0.26686163500459,0.330358001401027,267,FALSE,FALSE
"V-Dem","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",2.64298091524099,0.758897096283389,0.00138536414424321,107,TRUE,TRUE
"V-Dem","M2","v2xnp_regcorr","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",-0.357436723217414,0.622617384322476,0.569687546121167,107,FALSE,FALSE
"V-Dem","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",1.44385215799914,0.28986986162588,1.18119470931017e-06,267,TRUE,TRUE
"V-Dem","M4","v2xnp_regcorr","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",-0.0536260839991346,0.310223989885624,0.862899767520145,267,FALSE,FALSE
"V-Dem","M1","DC_Mand_Revise2","","v2x_corr",1.48451541765119,0.274240696943308,4.5567347678181e-07,255,TRUE,TRUE
"V-Dem","M1","v2x_corr","","v2x_corr",0.29176618576276,0.281902838471347,0.303274453060582,255,FALSE,FALSE
"V-Dem","M3","DC_Mand_Revise2","","v2x_corr",1.53167203080455,0.268313863053847,3.1155101237478e-08,267,TRUE,TRUE
"V-Dem","M3","v2x_corr","","v2x_corr",0.308667229244285,0.270344173811585,0.254610379534052,267,FALSE,FALSE
"V-Dem","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",2.6060525207379,0.736611788473701,0.00118997720550587,107,TRUE,TRUE
"V-Dem","M2","v2x_corr","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",-0.0637010017083113,0.642846310271109,0.921647078033372,107,FALSE,FALSE
"V-Dem","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",1.44047739086455,0.288694838637777,1.1346605905269e-06,267,TRUE,TRUE
"V-Dem","M4","v2x_corr","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",0.0281956977854536,0.310193714430421,0.927647413944919,267,FALSE,FALSE
"V-Dem","M1","DC_Mand_Revise2","","v2x_execorr",1.50384883885641,0.270591011904147,2.44669362000988e-07,256,TRUE,TRUE
"V-Dem","M1","v2x_execorr","","v2x_execorr",0.21926462360029,0.27962895504025,0.434896088693884,256,FALSE,FALSE
"V-Dem","M3","DC_Mand_Revise2","","v2x_execorr",1.54750270363102,0.265179160564701,1.59625707537466e-08,267,TRUE,TRUE
"V-Dem","M3","v2x_execorr","","v2x_execorr",0.215647920123335,0.271190667837999,0.427231762583306,267,FALSE,FALSE
"V-Dem","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",2.66629214492055,0.772315153259338,0.00150541514881591,107,TRUE,TRUE
"V-Dem","M2","v2x_execorr","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",-0.532725916430699,0.663719851283169,0.427759905163083,107,FALSE,FALSE
"V-Dem","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",1.44692513954293,0.291532782969146,1.28441091660115e-06,267,TRUE,TRUE
"V-Dem","M4","v2x_execorr","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",-0.125102313199094,0.309923652265817,0.686811911895506,267,FALSE,FALSE
"V-Dem","M1","DC_Mand_Revise2","","v2x_pubcorr",1.50525258664522,0.271027809630335,2.48704533544775e-07,255,TRUE,TRUE
"V-Dem","M1","v2x_pubcorr","","v2x_pubcorr",0.234762568434361,0.277032166686853,0.398868883413837,255,FALSE,FALSE
"V-Dem","M3","DC_Mand_Revise2","","v2x_pubcorr",1.54743281445642,0.264611040557986,1.49582670402683e-08,267,TRUE,TRUE
"V-Dem","M3","v2x_pubcorr","","v2x_pubcorr",0.282641621960061,0.265466501697846,0.288004895663618,267,FALSE,FALSE
"V-Dem","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",2.58647291040843,0.766893690284026,0.00187041171921509,107,TRUE,TRUE
"V-Dem","M2","v2x_pubcorr","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",-0.301050231006484,0.685774728911282,0.663443961622114,107,FALSE,FALSE
"V-Dem","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",1.44135147180678,0.288863416232145,1.13404749847414e-06,267,TRUE,TRUE
"V-Dem","M4","v2x_pubcorr","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",0.0222662428760032,0.282953216715773,0.937340358240724,267,FALSE,FALSE
"POLITY","M1","DC_Mand_Revise2","","v2xnp_client",1.40328732030255,0.268183905520565,9.2323202970171e-07,245,TRUE,TRUE
"POLITY","M1","v2xnp_client","","v2xnp_client",-0.0944090232094915,0.278219125322872,0.735070230696892,245,FALSE,FALSE
"POLITY","M3","DC_Mand_Revise2","","v2xnp_client",1.42438537358232,0.267859060746241,2.35990971100676e-07,254,TRUE,TRUE
"POLITY","M3","v2xnp_client","","v2xnp_client",-0.11939061856719,0.273290696350857,0.662594920080281,254,FALSE,FALSE
"POLITY","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",2.38593457251537,0.670647700088812,0.00112673541571092,99,TRUE,TRUE
"POLITY","M2","v2xnp_client","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",-0.462982506567506,0.473724747205475,0.335311863657135,99,FALSE,FALSE
"POLITY","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",1.31991382329157,0.304684685236326,2.18718628085577e-05,254,TRUE,TRUE
"POLITY","M4","v2xnp_client","+debt+partisan_cons+factor(period_dummies72)","v2xnp_client",-0.131332959829314,0.258990023878647,0.6125653555597,254,FALSE,FALSE
"POLITY","M1","DC_Mand_Revise2","","v2xnp_regcorr",1.3665944843975,0.279718071703582,3.92574669865339e-06,250,TRUE,TRUE
"POLITY","M1","v2xnp_regcorr","","v2xnp_regcorr",0.135115243357913,0.245191824895614,0.582822120509179,250,FALSE,FALSE
"POLITY","M3","DC_Mand_Revise2","","v2xnp_regcorr",1.38293283752459,0.277042268679782,1.13324516434137e-06,254,TRUE,TRUE
"POLITY","M3","v2xnp_regcorr","","v2xnp_regcorr",0.144709944858332,0.24340104638017,0.552702151961059,254,FALSE,FALSE
"POLITY","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",2.39836488125733,0.697497800923631,0.0015633487612919,100,TRUE,TRUE
"POLITY","M2","v2xnp_regcorr","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",-0.615346293162647,0.571118625070564,0.288869028442601,100,FALSE,FALSE
"POLITY","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",1.32349365510084,0.3066090805941,2.33444883444418e-05,254,TRUE,TRUE
"POLITY","M4","v2xnp_regcorr","+debt+partisan_cons+factor(period_dummies72)","v2xnp_regcorr",-0.149328116716039,0.292152284343557,0.609737724268513,254,FALSE,FALSE
"POLITY","M1","DC_Mand_Revise2","","v2x_corr",1.34886672206058,0.280302522710113,5.29645263719294e-06,249,TRUE,TRUE
"POLITY","M1","v2x_corr","","v2x_corr",0.188712463447484,0.260414428148176,0.470351522348977,249,FALSE,FALSE
"POLITY","M3","DC_Mand_Revise2","","v2x_corr",1.36889292278395,0.277062133942326,1.43919684856245e-06,254,TRUE,TRUE
"POLITY","M3","v2x_corr","","v2x_corr",0.223435670507128,0.256099714020127,0.383811061524888,254,FALSE,FALSE
"POLITY","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",2.37665803078462,0.688899692073242,0.00151534761368267,100,TRUE,TRUE
"POLITY","M2","v2x_corr","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",-0.305075848743006,0.60179458883124,0.615466731661735,100,FALSE,FALSE
"POLITY","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",1.31918848054712,0.304494802385897,2.18443831584388e-05,254,TRUE,TRUE
"POLITY","M4","v2x_corr","+debt+partisan_cons+factor(period_dummies72)","v2x_corr",-0.0140785419995056,0.302098833418478,0.962869546578353,254,FALSE,FALSE
"POLITY","M1","DC_Mand_Revise2","","v2x_execorr",1.38063939984949,0.278683663397372,2.961916096693e-06,250,TRUE,TRUE
"POLITY","M1","v2x_execorr","","v2x_execorr",0.0734508321120926,0.245889449774133,0.765777477530812,250,FALSE,FALSE
"POLITY","M3","DC_Mand_Revise2","","v2x_execorr",1.39618402083629,0.275981617625718,8.24965726694533e-07,254,TRUE,TRUE
"POLITY","M3","v2x_execorr","","v2x_execorr",0.0870803575468465,0.243927579241667,0.721403363713357,254,FALSE,FALSE
"POLITY","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",2.4050189621711,0.699961515375099,0.00157447794140494,100,TRUE,TRUE
"POLITY","M2","v2x_execorr","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",-0.804383635722288,0.617212745595369,0.201245684974539,100,FALSE,FALSE
"POLITY","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",1.3262837170257,0.308759651979176,2.54916360860111e-05,254,TRUE,TRUE
"POLITY","M4","v2x_execorr","+debt+partisan_cons+factor(period_dummies72)","v2x_execorr",-0.236236014575992,0.291588048287334,0.418659417736465,254,FALSE,FALSE
"POLITY","M1","DC_Mand_Revise2","","v2x_pubcorr",1.36093919134777,0.273076954727135,2.62113273126622e-06,249,TRUE,TRUE
"POLITY","M1","v2x_pubcorr","","v2x_pubcorr",0.15423771441107,0.253614299958468,0.544461113503254,249,FALSE,FALSE
"POLITY","M3","DC_Mand_Revise2","","v2x_pubcorr",1.37890533636712,0.26989084662521,6.49598815485855e-07,254,TRUE,TRUE
"POLITY","M3","v2x_pubcorr","","v2x_pubcorr",0.203887579947976,0.249436267609253,0.414495000937383,254,FALSE,FALSE
"POLITY","M2","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",2.30331642378562,0.755672641544866,0.00443624105510128,100,TRUE,TRUE
"POLITY","M2","v2x_pubcorr","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",-0.526510114571698,0.659187492181818,0.429993702753413,100,FALSE,FALSE
"POLITY","M4","DC_Mand_Revise2","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",1.31891545353206,0.303655224467171,2.08497241100483e-05,254,TRUE,TRUE
"POLITY","M4","v2x_pubcorr","+debt+partisan_cons+factor(period_dummies72)","v2x_pubcorr",-0.0207479534138799,0.279591335880841,0.940907748299564,254,FALSE,FALSE
